act,vendor,gem,class_name,mission
3,Siosa,Meat Shield,Templar,A Fixture of Fate
3,Siosa,Damage on Full Life,Templar,A Fixture of Fate
3,Siosa,Melee Physical Damage,Templar,A Fixture of Fate
3,Siosa,Melee Splash,Templar,A Fixture of Fate
3,Siosa,Minion Damage,Templar,A Fixture of Fate
3,Siosa,Minion Life,Templar,A Fixture of Fate
3,Siosa,Minion Speed,Templar,A Fixture of Fate
3,Siosa,Mirage Archer,Templar,A Fixture of Fate
3,Siosa,Multiple Traps,Templar,A Fixture of Fate
3,Siosa,Nightblade,Templar,A Fixture of Fate
3,Siosa,Onslaught,Templar,A Fixture of Fate
3,Siosa,Innervate,Templar,A Fixture of Fate
3,Siosa,Volley,Templar,A Fixture of Fate
3,Siosa,Vicious Projectiles,Templar,A Fixture of Fate
3,Siosa,Physical to Lightning,Templar,A Fixture of Fate
3,Siosa,Pierce,Templar,A Fixture of Fate
3,Siosa,Point Blank,Templar,A Fixture of Fate
3,Siosa,Poison,Templar,A Fixture of Fate
3,Siosa,Power Charge On Critical,Templar,A Fixture of Fate
3,Siosa,Pulverise,Templar,A Fixture of Fate
3,Siosa,Rage,Templar,A Fixture of Fate
3,Siosa,Ballista Totem,Templar,A Fixture of Fate
3,Siosa,Swift Affliction,Templar,A Fixture of Fate
3,Siosa,Less Duration,Templar,A Fixture of Fate
3,Siosa,Inspiration,Templar,A Fixture of Fate
3,Siosa,Blastchain Mine,Templar,A Fixture of Fate
3,Siosa,Ruthless,Templar,A Fixture of Fate
3,Siosa,Shockwave,Templar,A Fixture of Fate
3,Siosa,Slower Projectiles,Templar,A Fixture of Fate
3,Siosa,Spell Cascade,Templar,A Fixture of Fate
3,Siosa,Spell Totem,Templar,A Fixture of Fate
3,Siosa,Ancestral Call,Templar,A Fixture of Fate
3,Siosa,Infused Channelling,Templar,A Fixture of Fate
3,Siosa,Stun,Templar,A Fixture of Fate
3,Siosa,Elemental Army,Templar,A Fixture of Fate
3,Siosa,Summon Phantasm,Templar,A Fixture of Fate
3,Siosa,Swift Assembly,Templar,A Fixture of Fate
3,Siosa,Trap,Templar,A Fixture of Fate
3,Siosa,Trap and Mine Damage,Templar,A Fixture of Fate
3,Siosa,Advanced Traps,Templar,A Fixture of Fate
3,Siosa,Unbound Ailments,Templar,A Fixture of Fate
3,Siosa,Void Manipulation,Templar,A Fixture of Fate
3,Siosa,Elemental Damage with Attacks,Templar,A Fixture of Fate
3,Siosa,Ancestral Warchief,Templar,A Fixture of Fate
3,Siosa,Anger,Templar,A Fixture of Fate
3,Siosa,Animate Guardian,Templar,A Fixture of Fate
3,Siosa,Animate Weapon,Templar,A Fixture of Fate
3,Siosa,Arc,Templar,A Fixture of Fate
3,Siosa,Arctic Armour,Templar,A Fixture of Fate
3,Siosa,Arctic Breath,Templar,A Fixture of Fate
3,Siosa,Armageddon Brand,Templar,A Fixture of Fate
3,Siosa,Artillery Ballista,Templar,A Fixture of Fate
3,Siosa,Ball Lightning,Templar,A Fixture of Fate
3,Siosa,Barrage,Templar,A Fixture of Fate
3,Siosa,Bear Trap,Templar,A Fixture of Fate
3,Siosa,Blade Vortex,Templar,A Fixture of Fate
3,Siosa,Bladefall,Templar,A Fixture of Fate
3,Siosa,Bladestorm,Templar,A Fixture of Fate
3,Siosa,Blast Rain,Templar,A Fixture of Fate
3,Siosa,Blight,Templar,A Fixture of Fate
3,Siosa,Blink Arrow,Templar,A Fixture of Fate
3,Siosa,Blood and Sand,Templar,A Fixture of Fate
3,Siosa,Blood Rage,Templar,A Fixture of Fate
3,Siosa,Incinerate,Templar,A Fixture of Fate
3,Siosa,Infernal Blow,Templar,A Fixture of Fate
3,Siosa,Kinetic Blast,Templar,A Fixture of Fate
3,Siosa,Lacerate,Templar,A Fixture of Fate
3,Siosa,Lancing Steel,Templar,A Fixture of Fate
3,Siosa,Leap Slam,Templar,A Fixture of Fate
3,Siosa,Lightning Arrow,Templar,A Fixture of Fate
3,Siosa,Purity of Lightning,Templar,A Fixture of Fate
3,Siosa,Lightning Strike,Templar,A Fixture of Fate
3,Siosa,Lightning Tendrils,Templar,A Fixture of Fate
3,Siosa,Lightning Spire Trap,Templar,A Fixture of Fate
3,Siosa,Lightning Trap,Templar,A Fixture of Fate
3,Siosa,Lightning Warp,Templar,A Fixture of Fate
3,Siosa,Magma Orb,Templar,A Fixture of Fate
3,Siosa,Ancestral Protector,Templar,A Fixture of Fate
3,Siosa,Mirror Arrow,Templar,A Fixture of Fate
3,Siosa,Molten Shell,Templar,A Fixture of Fate
3,Siosa,Molten Strike,Templar,A Fixture of Fate
3,Siosa,Vulnerability,Templar,A Fixture of Fate
3,Siosa,Orb of Storms,Templar,A Fixture of Fate
3,Siosa,Chance to Flee,Templar,A Fixture of Fate
3,Siosa,Combustion,Templar,A Fixture of Fate
3,Siosa,Charged Mines,Templar,A Fixture of Fate
3,Siosa,Close Combat,Templar,A Fixture of Fate
3,Siosa,Cold Penetration,Templar,A Fixture of Fate
3,Siosa,Cold to Fire,Templar,A Fixture of Fate
3,Siosa,Concentrated Effect,Templar,A Fixture of Fate
3,Siosa,Controlled Destruction,Templar,A Fixture of Fate
3,Siosa,Culling Strike,Templar,A Fixture of Fate
3,Siosa,Hypothermia,Templar,A Fixture of Fate
3,Siosa,Deadly Ailments,Templar,A Fixture of Fate
3,Siosa,Deathmark,Templar,A Fixture of Fate
3,Siosa,Efficacy,Templar,A Fixture of Fate
3,Siosa,Elemental Focus,Templar,A Fixture of Fate
3,Siosa,Elemental Proliferation,Templar,A Fixture of Fate
3,Siosa,Endurance Charge on Melee Stun,Templar,A Fixture of Fate
3,Siosa,Energy Leech,Templar,A Fixture of Fate
3,Siosa,Faster Attacks,Templar,A Fixture of Fate
3,Siosa,Faster Casting,Templar,A Fixture of Fate
3,Siosa,Faster Projectiles,Templar,A Fixture of Fate
3,Clarissa,Convocation,Witch,Lost in Love
3,Clarissa,Conductivity,Witch,Lost in Love
3,Clarissa,Discipline,Witch,Lost in Love
3,Clarissa,Frostbite,Witch,Lost in Love
3,Clarissa,Flammability,Witch,Lost in Love
3,Clarissa,Zealotry,Witch,Lost in Love
3,Clarissa,Bane,Witch,Lost in Love
3,Clarissa,Purity of Lightning,Witch,Lost in Love
3,Clarissa,Pride,Witch,Lost in Love
3,Clarissa,Punishment,Witch,Lost in Love
3,Clarissa,Wrath,Witch,Lost in Love
3,Clarissa,Malevolence,Witch,Lost in Love
3,Clarissa,Elemental Weakness,Witch,Lost in Love
3,Clarissa,Enfeeble,Witch,Lost in Love
3,Clarissa,Purity of Elements,Witch,Lost in Love
3,Clarissa,Assassin's Mark,Witch,Lost in Love
3,Clarissa,Despair,Witch,Lost in Love
3,Clarissa,Hatred,Witch,Lost in Love
3,Clarissa,Burning Damage,Witch,A Fixture of Fate
3,Clarissa,Hypothermia,Witch,A Fixture of Fate
3,Clarissa,Cold Penetration,Witch,A Fixture of Fate
3,Clarissa,Feeding Frenzy,Witch,A Fixture of Fate
3,Clarissa,Efficacy,Witch,A Fixture of Fate
3,Clarissa,Charged Mines,Witch,A Fixture of Fate
3,Clarissa,Faster Projectiles,Witch,A Fixture of Fate
3,Clarissa,Energy Leech,Witch,A Fixture of Fate
3,Clarissa,Item Rarity,Witch,A Fixture of Fate
3,Clarissa,Elemental Army,Witch,A Fixture of Fate
3,Clarissa,Advanced Traps,Witch,A Fixture of Fate
3,Clarissa,Blasphemy,Witch,A Fixture of Fate
3,Clarissa,Intensify,Witch,A Fixture of Fate
3,Clarissa,High-Impact Mine,Witch,A Fixture of Fate
3,Clarissa,Lightning Penetration,Witch,A Fixture of Fate
3,Clarissa,Mana Leech,Witch,A Fixture of Fate
3,Clarissa,Meat Shield,Witch,A Fixture of Fate
3,Clarissa,Innervate,Witch,A Fixture of Fate
3,Clarissa,Swift Affliction,Witch,A Fixture of Fate
3,Clarissa,Pulverise,Witch,A Fixture of Fate
3,Clarissa,Fork,Witch,A Fixture of Fate
3,Clarissa,Ice Bite,Witch,A Fixture of Fate
3,Clarissa,Charged Traps,Witch,A Fixture of Fate
3,Clarissa,Fire Penetration,Witch,A Fixture of Fate
3,Clarissa,Generosity,Witch,A Fixture of Fate
3,Clarissa,Shockwave Totem,Witch,Sever the Right Hand
3,Clarissa,Seismic Trap,Witch,Sever the Right Hand
3,Clarissa,Animate Guardian,Witch,Sever the Right Hand
3,Clarissa,Dark Pact,Witch,Sever the Right Hand
3,Clarissa,Discharge,Witch,Sever the Right Hand
3,Clarissa,Glacial Cascade,Witch,Sever the Right Hand
3,Clarissa,Vortex,Witch,Sever the Right Hand
3,Clarissa,Divine Ire,Witch,Sever the Right Hand
3,Clarissa,Lightning Spire Trap,Witch,Sever the Right Hand
3,Clarissa,Kinetic Blast,Witch,Sever the Right Hand
3,Clarissa,Shock Nova,Witch,Sever the Right Hand
3,Clarissa,Soulrend,Witch,Sever the Right Hand
3,Clarissa,Flamethrower Trap,Witch,Sever the Right Hand
3,Clarissa,Ice Trap,Witch,Sever the Right Hand
3,Clarissa,Flameblast,Witch,Sever the Right Hand
3,Clarissa,Cremation,Witch,Sever the Right Hand
3,Clarissa,Raise Spectre,Witch,Sever the Right Hand
3,Clarissa,Ball Lightning,Witch,Sever the Right Hand
3,Clarissa,Bladefall,Witch,Sever the Right Hand
3,Clarissa,Armageddon Brand,Witch,Sever the Right Hand
3,Clarissa,Pyroclast Mine,Witch,Sever the Right Hand
3,Clarissa,Winter Orb,Witch,Sever the Right Hand
3,Siosa,Unearth,Witch,A Fixture of Fate
3,Siosa,Bone Offering,Witch,A Fixture of Fate
3,Siosa,Burning Arrow,Witch,A Fixture of Fate
3,Siosa,Chain Hook,Witch,A Fixture of Fate
3,Siosa,Blade Flurry,Witch,A Fixture of Fate
3,Siosa,Charged Dash,Witch,A Fixture of Fate
3,Siosa,Clarity,Witch,A Fixture of Fate
3,Siosa,Cleave,Witch,A Fixture of Fate
3,Siosa,Cobra Lash,Witch,A Fixture of Fate
3,Siosa,Purity of Ice,Witch,A Fixture of Fate
3,Siosa,Cold Snap,Witch,A Fixture of Fate
3,Siosa,Conductivity,Witch,A Fixture of Fate
3,Siosa,Consecrated Path,Witch,A Fixture of Fate
3,Siosa,Contagion,Witch,A Fixture of Fate
3,Siosa,Conversion Trap,Witch,A Fixture of Fate
3,Siosa,Convocation,Witch,A Fixture of Fate
3,Siosa,Cremation,Witch,A Fixture of Fate
3,Siosa,Bodyswap,Witch,A Fixture of Fate
3,Siosa,Assassin's Mark,Witch,A Fixture of Fate
3,Siosa,Cyclone,Witch,A Fixture of Fate
3,Siosa,Malevolence,Witch,A Fixture of Fate
3,Siosa,Dark Pact,Witch,A Fixture of Fate
3,Siosa,Bane,Witch,A Fixture of Fate
3,Siosa,Dash,Witch,A Fixture of Fate
3,Siosa,Decoy Totem,Witch,A Fixture of Fate
3,Siosa,Desecrate,Witch,A Fixture of Fate
3,Siosa,Determination,Witch,A Fixture of Fate
3,Siosa,Detonate Dead,Witch,A Fixture of Fate
3,Siosa,Devouring Totem,Witch,A Fixture of Fate
3,Siosa,Discharge,Witch,A Fixture of Fate
3,Siosa,Discipline,Witch,A Fixture of Fate
3,Siosa,Divine Ire,Witch,A Fixture of Fate
3,Siosa,Dominating Blow,Witch,A Fixture of Fate
3,Siosa,Double Strike,Witch,A Fixture of Fate
3,Siosa,Dread Banner,Witch,A Fixture of Fate
3,Siosa,Dual Strike,Witch,A Fixture of Fate
3,Siosa,Earthquake,Witch,A Fixture of Fate
3,Siosa,Elemental Hit,Witch,A Fixture of Fate
3,Siosa,Elemental Weakness,Witch,A Fixture of Fate
3,Siosa,Enduring Cry,Witch,A Fixture of Fate
3,Siosa,Enfeeble,Witch,A Fixture of Fate
3,Siosa,Ensnaring Arrow,Witch,A Fixture of Fate
3,Siosa,Essence Drain,Witch,A Fixture of Fate
3,Siosa,Ethereal Knives,Witch,A Fixture of Fate
3,Siosa,Explosive Arrow,Witch,A Fixture of Fate
3,Siosa,Scorching Ray,Witch,A Fixture of Fate
3,Siosa,Pyroclast Mine,Witch,A Fixture of Fate
3,Siosa,Purity of Fire,Witch,A Fixture of Fate
3,Siosa,Fire Trap,Witch,A Fixture of Fate
3,Siosa,Fireball,Witch,A Fixture of Fate
3,Siosa,Firestorm,Witch,A Fixture of Fate
3,Siosa,Flame Dash,Witch,A Fixture of Fate
3,Siosa,Holy Flame Totem,Witch,A Fixture of Fate
3,Siosa,Flame Surge,Witch,A Fixture of Fate
3,Siosa,Flameblast,Witch,A Fixture of Fate
3,Siosa,Flamethrower Trap,Witch,A Fixture of Fate
3,Siosa,Flammability,Witch,A Fixture of Fate
3,Siosa,Flesh and Stone,Witch,A Fixture of Fate
3,Siosa,Flesh Offering,Witch,A Fixture of Fate
3,Siosa,Flicker Strike,Witch,A Fixture of Fate
3,Siosa,Icicle Mine,Witch,A Fixture of Fate
3,Siosa,Freezing Pulse,Witch,A Fixture of Fate
3,Siosa,Frenzy,Witch,A Fixture of Fate
3,Siosa,Frost Blades,Witch,A Fixture of Fate
3,Siosa,Frostbolt,Witch,A Fixture of Fate
3,Siosa,Vortex,Witch,A Fixture of Fate
3,Siosa,Frost Bomb,Witch,A Fixture of Fate
3,Siosa,Frost Wall,Witch,A Fixture of Fate
3,Siosa,Frostbite,Witch,A Fixture of Fate
3,Siosa,Frostblink,Witch,A Fixture of Fate
3,Siosa,Glacial Cascade,Witch,A Fixture of Fate
3,Siosa,Glacial Hammer,Witch,A Fixture of Fate
3,Siosa,Grace,Witch,A Fixture of Fate
3,Siosa,Ground Slam,Witch,A Fixture of Fate
3,Siosa,Haste,Witch,A Fixture of Fate
3,Siosa,Hatred,Witch,A Fixture of Fate
3,Siosa,Heavy Strike,Witch,A Fixture of Fate
3,Siosa,Herald of Agony,Witch,A Fixture of Fate
3,Siosa,Herald of Ash,Witch,A Fixture of Fate
3,Siosa,Herald of Ice,Witch,A Fixture of Fate
3,Siosa,Herald of Purity,Witch,A Fixture of Fate
3,Siosa,Herald of Thunder,Witch,A Fixture of Fate
3,Siosa,Ice Crash,Witch,A Fixture of Fate
3,Siosa,Ice Nova,Witch,A Fixture of Fate
3,Siosa,Ice Shot,Witch,A Fixture of Fate
3,Siosa,Siphoning Trap,Witch,A Fixture of Fate
3,Siosa,Ice Spear,Witch,A Fixture of Fate
3,Siosa,Ice Trap,Witch,A Fixture of Fate
3,Siosa,Perforate,Witch,A Fixture of Fate
3,Siosa,Pestilent Strike,Witch,A Fixture of Fate
3,Siosa,Seismic Trap,Witch,A Fixture of Fate
3,Siosa,Plague Bearer,Witch,A Fixture of Fate
3,Siosa,Poacher's Mark,Witch,A Fixture of Fate
3,Siosa,Caustic Arrow,Witch,A Fixture of Fate
3,Siosa,Power Siphon,Witch,A Fixture of Fate
3,Siosa,Precision,Witch,A Fixture of Fate
3,Siosa,Pride,Witch,A Fixture of Fate
3,Siosa,Projectile Weakness,Witch,A Fixture of Fate
3,Siosa,Puncture,Witch,A Fixture of Fate
3,Siosa,Punishment,Witch,A Fixture of Fate
3,Siosa,Wave of Conviction,Witch,A Fixture of Fate
3,Siosa,Purity of Elements,Witch,A Fixture of Fate
3,Siosa,Rain of Arrows,Witch,A Fixture of Fate
3,Siosa,Raise Spectre,Witch,A Fixture of Fate
3,Siosa,Raise Zombie,Witch,A Fixture of Fate
3,Siosa,Rallying Cry,Witch,A Fixture of Fate
3,Siosa,Reave,Witch,A Fixture of Fate
3,Siosa,Brand Recall,Witch,A Fixture of Fate
3,Siosa,Reckoning,Witch,A Fixture of Fate
3,Siosa,Rejuvenation Totem,Witch,A Fixture of Fate
3,Siosa,Righteous Fire,Witch,A Fixture of Fate
3,Siosa,Riposte,Witch,A Fixture of Fate
3,Siosa,Purifying Flame,Witch,A Fixture of Fate
3,Siosa,Scourge Arrow,Witch,A Fixture of Fate
3,Siosa,Searing Bond,Witch,A Fixture of Fate
3,Siosa,Shattering Steel,Witch,A Fixture of Fate
3,Siosa,Shield Charge,Witch,A Fixture of Fate
3,Siosa,Shock Nova,Witch,A Fixture of Fate
3,Siosa,Shockwave Totem,Witch,A Fixture of Fate
3,Siosa,Shrapnel Ballista,Witch,A Fixture of Fate
3,Siosa,Galvanic Arrow,Witch,A Fixture of Fate
3,Siosa,Explosive Trap,Witch,A Fixture of Fate
3,Siosa,Siege Ballista,Witch,A Fixture of Fate
3,Siosa,Smite,Witch,A Fixture of Fate
3,Siosa,Smoke Mine,Witch,A Fixture of Fate
3,Siosa,Soulrend,Witch,A Fixture of Fate
3,Siosa,Spark,Witch,A Fixture of Fate
3,Siosa,Zealotry,Witch,A Fixture of Fate
3,Siosa,Spirit Offering,Witch,A Fixture of Fate
3,Siosa,Split Arrow,Witch,A Fixture of Fate
3,Siosa,Static Strike,Witch,A Fixture of Fate
3,Siosa,Steelskin,Witch,A Fixture of Fate
3,Siosa,Storm Brand,Witch,A Fixture of Fate
3,Siosa,Storm Burst,Witch,A Fixture of Fate
3,Siosa,Storm Call,Witch,A Fixture of Fate
3,Siosa,Stormblast Mine,Witch,A Fixture of Fate
3,Siosa,Summon Raging Spirit,Witch,A Fixture of Fate
3,Siosa,Summon Holy Relic,Witch,A Fixture of Fate
3,Siosa,Summon Skeletons,Witch,A Fixture of Fate
3,Siosa,Summon Skitterbots,Witch,A Fixture of Fate
3,Siosa,Sunder,Witch,A Fixture of Fate
3,Siosa,Sweep,Witch,A Fixture of Fate
3,Siosa,Tectonic Slam,Witch,A Fixture of Fate
3,Siosa,Tempest Shield,Witch,A Fixture of Fate
3,Siosa,Temporal Chains,Witch,A Fixture of Fate
3,Siosa,Spectral Shield Throw,Witch,A Fixture of Fate
3,Siosa,Spectral Throw,Witch,A Fixture of Fate
3,Siosa,Tornado Shot,Witch,A Fixture of Fate
3,Siosa,Toxic Rain,Witch,A Fixture of Fate
3,Siosa,Vengeance,Witch,A Fixture of Fate
3,Siosa,Venom Gyre,Witch,A Fixture of Fate
3,Siosa,Vigilant Strike,Witch,A Fixture of Fate
3,Siosa,Viper Strike,Witch,A Fixture of Fate
3,Siosa,Vitality,Witch,A Fixture of Fate
3,Siosa,Volatile Dead,Witch,A Fixture of Fate
3,Siosa,Despair,Witch,A Fixture of Fate
3,Siosa,War Banner,Witch,A Fixture of Fate
3,Siosa,Warlord's Mark,Witch,A Fixture of Fate
3,Siosa,Whirling Blades,Witch,A Fixture of Fate
3,Siosa,Wild Strike,Witch,A Fixture of Fate
3,Siosa,Winter Orb,Witch,A Fixture of Fate
3,Siosa,Wither,Witch,A Fixture of Fate
3,Siosa,Withering Step,Witch,A Fixture of Fate
3,Siosa,Wrath,Witch,A Fixture of Fate
3,Siosa,Added Chaos Damage,Witch,A Fixture of Fate
3,Siosa,Added Cold Damage,Witch,A Fixture of Fate
3,Siosa,Added Fire Damage,Witch,A Fixture of Fate
3,Siosa,Added Lightning Damage,Witch,A Fixture of Fate
3,Siosa,Additional Accuracy,Witch,A Fixture of Fate
3,Siosa,Arcane Surge,Witch,A Fixture of Fate
3,Siosa,Arrow Nova,Witch,A Fixture of Fate
3,Siosa,Blasphemy,Witch,A Fixture of Fate
3,Siosa,Blind,Witch,A Fixture of Fate
3,Siosa,Blood Magic,Witch,A Fixture of Fate
3,Siosa,Bloodlust,Witch,A Fixture of Fate
3,Siosa,Chance to Bleed,Witch,A Fixture of Fate
3,Siosa,Feeding Frenzy,Witch,A Fixture of Fate
3,Siosa,Fire Penetration,Witch,A Fixture of Fate
3,Siosa,Fork,Witch,A Fixture of Fate
3,Siosa,Fortify,Witch,A Fixture of Fate
3,Siosa,Ice Bite,Witch,A Fixture of Fate
3,Siosa,Charged Traps,Witch,A Fixture of Fate
3,Siosa,Generosity,Witch,A Fixture of Fate
3,Siosa,Intensify,Witch,A Fixture of Fate
3,Siosa,High-Impact Mine,Witch,A Fixture of Fate
3,Siosa,Impale,Witch,A Fixture of Fate
3,Siosa,Burning Damage,Witch,A Fixture of Fate
3,Siosa,Increased Critical Damage,Witch,A Fixture of Fate
3,Siosa,Increased Critical Strikes,Witch,A Fixture of Fate
3,Siosa,Increased Duration,Witch,A Fixture of Fate
3,Siosa,Infernal Legion,Witch,A Fixture of Fate
3,Siosa,Iron Grip,Witch,A Fixture of Fate
3,Siosa,Iron Will,Witch,A Fixture of Fate
3,Siosa,Item Rarity,Witch,A Fixture of Fate
3,Siosa,Knockback,Witch,A Fixture of Fate
3,Siosa,Lesser Multiple Projectiles,Witch,A Fixture of Fate
3,Siosa,Lesser Poison,Witch,A Fixture of Fate
3,Siosa,Life Gain on Hit,Witch,A Fixture of Fate
3,Siosa,Life Leech,Witch,A Fixture of Fate
3,Siosa,Lightning Penetration,Witch,A Fixture of Fate
3,Siosa,Maim,Witch,A Fixture of Fate
3,Siosa,Mana Leech,Witch,A Fixture of Fate
3,Siosa,Meat Shield,Witch,A Fixture of Fate
3,Siosa,Damage on Full Life,Witch,A Fixture of Fate
3,Siosa,Melee Physical Damage,Witch,A Fixture of Fate
3,Siosa,Melee Splash,Witch,A Fixture of Fate
3,Siosa,Minion Damage,Witch,A Fixture of Fate
3,Siosa,Minion Life,Witch,A Fixture of Fate
3,Siosa,Minion Speed,Witch,A Fixture of Fate
3,Siosa,Mirage Archer,Witch,A Fixture of Fate
3,Siosa,Multiple Traps,Witch,A Fixture of Fate
3,Siosa,Nightblade,Witch,A Fixture of Fate
3,Siosa,Onslaught,Witch,A Fixture of Fate
3,Siosa,Innervate,Witch,A Fixture of Fate
3,Siosa,Volley,Witch,A Fixture of Fate
3,Siosa,Vicious Projectiles,Witch,A Fixture of Fate
3,Siosa,Physical to Lightning,Witch,A Fixture of Fate
3,Siosa,Pierce,Witch,A Fixture of Fate
3,Siosa,Point Blank,Witch,A Fixture of Fate
3,Siosa,Poison,Witch,A Fixture of Fate
3,Siosa,Power Charge On Critical,Witch,A Fixture of Fate
3,Siosa,Pulverise,Witch,A Fixture of Fate
3,Siosa,Rage,Witch,A Fixture of Fate
3,Siosa,Ballista Totem,Witch,A Fixture of Fate
3,Siosa,Swift Affliction,Witch,A Fixture of Fate
3,Siosa,Less Duration,Witch,A Fixture of Fate
3,Siosa,Inspiration,Witch,A Fixture of Fate
3,Siosa,Blastchain Mine,Witch,A Fixture of Fate
3,Siosa,Ruthless,Witch,A Fixture of Fate
3,Siosa,Shockwave,Witch,A Fixture of Fate
3,Siosa,Slower Projectiles,Witch,A Fixture of Fate
3,Siosa,Spell Cascade,Witch,A Fixture of Fate
3,Siosa,Spell Totem,Witch,A Fixture of Fate
3,Siosa,Ancestral Call,Witch,A Fixture of Fate
3,Siosa,Infused Channelling,Witch,A Fixture of Fate
3,Siosa,Stun,Witch,A Fixture of Fate
3,Siosa,Elemental Army,Witch,A Fixture of Fate
3,Siosa,Summon Phantasm,Witch,A Fixture of Fate
3,Siosa,Swift Assembly,Witch,A Fixture of Fate
3,Siosa,Trap,Witch,A Fixture of Fate
3,Siosa,Trap and Mine Damage,Witch,A Fixture of Fate
3,Siosa,Advanced Traps,Witch,A Fixture of Fate
3,Siosa,Unbound Ailments,Witch,A Fixture of Fate
3,Siosa,Void Manipulation,Witch,A Fixture of Fate
3,Siosa,Elemental Damage with Attacks,Witch,A Fixture of Fate
3,Siosa,Culling Strike,Witch,A Fixture of Fate
3,Siosa,Hypothermia,Witch,A Fixture of Fate
3,Siosa,Deadly Ailments,Witch,A Fixture of Fate
3,Siosa,Deathmark,Witch,A Fixture of Fate
3,Siosa,Efficacy,Witch,A Fixture of Fate
3,Siosa,Elemental Focus,Witch,A Fixture of Fate
3,Siosa,Elemental Proliferation,Witch,A Fixture of Fate
3,Siosa,Endurance Charge on Melee Stun,Witch,A Fixture of Fate
3,Siosa,Energy Leech,Witch,A Fixture of Fate
3,Siosa,Faster Attacks,Witch,A Fixture of Fate
3,Siosa,Faster Casting,Witch,A Fixture of Fate
3,Siosa,Faster Projectiles,Witch,A Fixture of Fate
3,Siosa,Ancestral Warchief,Witch,A Fixture of Fate
3,Siosa,Anger,Witch,A Fixture of Fate
3,Siosa,Animate Guardian,Witch,A Fixture of Fate
3,Siosa,Animate Weapon,Witch,A Fixture of Fate
3,Siosa,Arc,Witch,A Fixture of Fate
3,Siosa,Arctic Armour,Witch,A Fixture of Fate
3,Siosa,Arctic Breath,Witch,A Fixture of Fate
3,Siosa,Armageddon Brand,Witch,A Fixture of Fate
3,Siosa,Artillery Ballista,Witch,A Fixture of Fate
3,Siosa,Ball Lightning,Witch,A Fixture of Fate
3,Siosa,Barrage,Witch,A Fixture of Fate
3,Siosa,Bear Trap,Witch,A Fixture of Fate
3,Siosa,Blade Vortex,Witch,A Fixture of Fate
3,Siosa,Bladefall,Witch,A Fixture of Fate
3,Siosa,Bladestorm,Witch,A Fixture of Fate
3,Siosa,Blast Rain,Witch,A Fixture of Fate
3,Siosa,Blight,Witch,A Fixture of Fate
3,Siosa,Blink Arrow,Witch,A Fixture of Fate
3,Siosa,Blood and Sand,Witch,A Fixture of Fate
3,Siosa,Blood Rage,Witch,A Fixture of Fate
3,Siosa,Incinerate,Witch,A Fixture of Fate
3,Siosa,Infernal Blow,Witch,A Fixture of Fate
3,Siosa,Kinetic Blast,Witch,A Fixture of Fate
3,Siosa,Lacerate,Witch,A Fixture of Fate
3,Siosa,Lancing Steel,Witch,A Fixture of Fate
3,Siosa,Leap Slam,Witch,A Fixture of Fate
3,Siosa,Lightning Arrow,Witch,A Fixture of Fate
3,Siosa,Purity of Lightning,Witch,A Fixture of Fate
3,Siosa,Lightning Strike,Witch,A Fixture of Fate
3,Siosa,Lightning Tendrils,Witch,A Fixture of Fate
3,Siosa,Lightning Spire Trap,Witch,A Fixture of Fate
3,Siosa,Lightning Trap,Witch,A Fixture of Fate
3,Siosa,Lightning Warp,Witch,A Fixture of Fate
3,Siosa,Magma Orb,Witch,A Fixture of Fate
3,Siosa,Ancestral Protector,Witch,A Fixture of Fate
3,Siosa,Mirror Arrow,Witch,A Fixture of Fate
3,Siosa,Molten Shell,Witch,A Fixture of Fate
3,Siosa,Molten Strike,Witch,A Fixture of Fate
3,Siosa,Vulnerability,Witch,A Fixture of Fate
3,Siosa,Orb of Storms,Witch,A Fixture of Fate
3,Siosa,Chance to Flee,Witch,A Fixture of Fate
3,Siosa,Combustion,Witch,A Fixture of Fate
3,Siosa,Charged Mines,Witch,A Fixture of Fate
3,Siosa,Close Combat,Witch,A Fixture of Fate
3,Siosa,Cold Penetration,Witch,A Fixture of Fate
3,Siosa,Cold to Fire,Witch,A Fixture of Fate
3,Siosa,Concentrated Effect,Witch,A Fixture of Fate
3,Siosa,Controlled Destruction,Witch,A Fixture of Fate
3,Clarissa,Assassin's Mark,,Lost in Love
3,Clarissa,Enfeeble,,Lost in Love
3,Clarissa,Elemental Weakness,,Lost in Love
3,Clarissa,Elemental Weakness,,Lost in Love
3,Clarissa,Assassin's Mark,,Lost in Love
3,Clarissa,Enfeeble,,Lost in Love
3,Clarissa,Assassin's Mark,,Lost in Love
3,Clarissa,Projectile Weakness,,Lost in Love
3,Clarissa,Projectile Weakness,,Lost in Love
3,Clarissa,Dread Banner,,Lost in Love
3,Clarissa,Despair,,Lost in Love
3,Clarissa,Convocation,,Lost in Love
3,Clarissa,Elemental Weakness,,Lost in Love
3,Clarissa,Projectile Weakness,,Lost in Love
3,Clarissa,Haste,,Lost in Love
3,Clarissa,Hatred,,Lost in Love
3,Clarissa,Grace,,Lost in Love
3,Clarissa,Grace,,Lost in Love
3,Clarissa,Conductivity,,Lost in Love
3,Clarissa,Projectile Weakness,,Lost in Love
3,Clarissa,Haste,,Lost in Love
3,Clarissa,Punishment,,Lost in Love
3,Clarissa,Poacher's Mark,,Lost in Love
3,Clarissa,Conductivity,,Lost in Love
